profileID,respID,qID,altID,obsID,type,price,freshness,image
52,2,5,3,11,Gala,2.5,Average,gala.jpg
86,2,6,1,12,Fuji,2.5,Poor,fuji.jpg
72,2,6,2,12,Gala,1,Poor,gala.jpg
44,2,6,3,12,Pink Lady,1.5,Average,pinkLady.jpg
79,3,1,1,13,Pink Lady,1.5,Poor,pinkLady.jpg
74,3,1,2,13,Pink Lady,1,Poor,pinkLady.jpg
65,3,1,3,13,Red Delicious,3.5,Average,redDelicious.jpg
80,3,2,1,14,Red Delicious,1.5,Poor,redDelicious.jpg
59,3,2,2,14,Pink Lady,3,Average,pinkLady.jpg
98,3,2,3,14,Honeycrisp,3.5,Poor,honeycrisp.jpg
36,3,3,1,15,Fuji,1,Average,fuji.jpg
26,3,3,2,15,Fuji,3.5,Excellent,fuji.jpg
2,3,3,3,15,Gala,1,Excellent,gala.jpg
6,3,4,1,16,Fuji,1.5,Excellent,fuji.jpg
86,3,4,2,16,Fuji,2.5,Poor,fuji.jpg
53,3,4,3,16,Honeycrisp,2.5,Average,honeycrisp.jpg
66,3,5,1,17,Fuji,4,Average,fuji.jpg
68,3,5,2,17,Honeycrisp,4,Average,honeycrisp.jpg
80,3,5,3,17,Red Delicious,1.5,Poor,redDelicious.jpg
79,3,6,1,18,Pink Lady,1.5,Poor,pinkLady.jpg
11,3,6,2,18,Fuji,2,Excellent,fuji.jpg
54,3,6,3,18,Pink Lady,2.5,Average,pinkLady.jpg
105,4,1,1,19,Red Delicious,4,Poor,redDelicious.jpg
74,4,1,2,19,Pink Lady,1,Poor,pinkLady.jpg
1,4,1,3,19,Fuji,1,Excellent,fuji.jpg
33,4,2,1,20,Honeycrisp,4,Excellent,honeycrisp.jpg
40,4,2,2,20,Red Delicious,1,Average,redDelicious.jpg
44,4,2,3,20,Pink Lady,1.5,Average,pinkLady.jpg
85,4,3,1,21,Red Delicious,2,Poor,redDelicious.jpg
64,4,3,2,21,Pink Lady,3.5,Average,pinkLady.jpg
22,4,3,3,21,Gala,3,Excellent,gala.jpg
9,4,4,1,22,Pink Lady,1.5,Excellent,pinkLady.jpg
92,4,4,2,22,Gala,3,Poor,gala.jpg
27,4,4,3,22,Gala,3.5,Excellent,gala.jpg
97,4,5,1,23,Gala,3.5,Poor,gala.jpg
58,4,5,2,23,Honeycrisp,3,Average,honeycrisp.jpg
21,4,5,3,23,Fuji,3,Excellent,fuji.jpg
96,4,6,1,24,Fuji,3.5,Poor,fuji.jpg
18,4,6,2,24,Honeycrisp,2.5,Excellent,honeycrisp.jpg
28,4,6,3,24,Honeycrisp,3.5,Excellent,honeycrisp.jpg
24,5,1,1,25,Pink Lady,3,Excellent,pinkLady.jpg
95,5,1,2,25,Red Delicious,3,Poor,redDelicious.jpg
19,5,1,3,25,Pink Lady,2.5,Excellent,pinkLady.jpg
69,5,2,1,26,Pink Lady,4,Average,pinkLady.jpg
5,5,2,2,26,Red Delicious,1,Excellent,redDelicious.jpg
24,5,2,3,26,Pink Lady,3,Excellent,pinkLady.jpg
40,5,3,1,27,Red Delicious,1,Average,redDelicious.jpg
28,5,3,2,27,Honeycrisp,3.5,Excellent,honeycrisp.jpg
20,5,3,3,27,Red Delicious,2.5,Excellent,redDelicious.jpg
1,5,4,1,28,Fuji,1,Excellent,fuji.jpg
29,5,4,2,28,Pink Lady,3.5,Excellent,pinkLady.jpg
90,5,4,3,28,Red Delicious,2.5,Poor,redDelicious.jpg
101,5,5,1,29,Fuji,4,Poor,fuji.jpg
95,5,5,2,29,Red Delicious,3,Poor,redDelicious.jpg
56,5,5,3,29,Fuji,3,Average,fuji.jpg
89,5,6,1,30,Pink Lady,2.5,Poor,pinkLady.jpg
72,5,6,2,30,Gala,1,Poor,gala.jpg
88,5,6,3,30,Honeycrisp,2.5,Poor,honeycrisp.jpg
2,6,1,1,31,Gala,1,Excellent,gala.jpg
73,6,1,2,31,Honeycrisp,1,Poor,honeycrisp.jpg
47,6,1,3,31,Gala,2,Average,gala.jpg
51,6,2,1,32,Fuji,2.5,Average,fuji.jpg
67,6,2,2,32,Gala,4,Average,gala.jpg
60,6,2,3,32,Red Delicious,3,Average,redDelicious.jpg
93,6,3,1,33,Honeycrisp,3,Poor,honeycrisp.jpg
96,6,3,2,33,Fuji,3.5,Poor,fuji.jpg
91,6,3,3,33,Fuji,3,Poor,fuji.jpg
60,6,4,1,34,Red Delicious,3,Average,redDelicious.jpg
28,6,4,2,34,Honeycrisp,3.5,Excellent,honeycrisp.jpg
88,6,4,3,34,Honeycrisp,2.5,Poor,honeycrisp.jpg
81,6,5,1,35,Fuji,2,Poor,fuji.jpg
67,6,5,2,35,Gala,4,Average,gala.jpg
83,6,5,3,35,Honeycrisp,2,Poor,honeycrisp.jpg
39,6,6,1,36,Pink Lady,1,Average,pinkLady.jpg
88,6,6,2,36,Honeycrisp,2.5,Poor,honeycrisp.jpg
65,6,6,3,36,Red Delicious,3.5,Average,redDelicious.jpg
90,7,1,1,37,Red Delicious,2.5,Poor,redDelicious.jpg
16,7,1,2,37,Fuji,2.5,Excellent,fuji.jpg
27,7,1,3,37,Gala,3.5,Excellent,gala.jpg
12,7,2,1,38,Gala,2,Excellent,gala.jpg
38,7,2,2,38,Honeycrisp,1,Average,honeycrisp.jpg
78,7,2,3,38,Honeycrisp,1.5,Poor,honeycrisp.jpg
67,7,3,1,39,Gala,4,Average,gala.jpg
3,7,3,2,39,Honeycrisp,1,Excellent,honeycrisp.jpg
46,7,3,3,39,Fuji,2,Average,fuji.jpg
12,7,4,1,40,Gala,2,Excellent,gala.jpg
91,7,4,2,40,Fuji,3,Poor,fuji.jpg
95,7,4,3,40,Red Delicious,3,Poor,redDelicious.jpg
70,7,5,1,41,Red Delicious,4,Average,redDelicious.jpg
4,7,5,2,41,Pink Lady,1,Excellent,pinkLady.jpg
97,7,5,3,41,Gala,3.5,Poor,gala.jpg
76,7,6,1,42,Fuji,1.5,Poor,fuji.jpg
83,7,6,2,42,Honeycrisp,2,Poor,honeycrisp.jpg
34,7,6,3,42,Pink Lady,4,Excellent,pinkLady.jpg
71,8,1,1,43,Fuji,1,Poor,fuji.jpg
39,8,1,2,43,Pink Lady,1,Average,pinkLady.jpg
49,8,1,3,43,Pink Lady,2,Average,pinkLady.jpg
6,8,2,1,44,Fuji,1.5,Excellent,fuji.jpg
84,8,2,2,44,Pink Lady,2,Poor,pinkLady.jpg
49,8,2,3,44,Pink Lady,2,Average,pinkLady.jpg
4,8,3,1,45,Pink Lady,1,Excellent,pinkLady.jpg
42,8,3,2,45,Gala,1.5,Average,gala.jpg
1,8,3,3,45,Fuji,1,Excellent,fuji.jpg
61,8,4,1,46,Fuji,3.5,Average,fuji.jpg
28,8,4,2,46,Honeycrisp,3.5,Excellent,honeycrisp.jpg
36,8,4,3,46,Fuji,1,Average,fuji.jpg
40,8,5,1,47,Red Delicious,1,Average,redDelicious.jpg
81,8,5,2,47,Fuji,2,Poor,fuji.jpg
9,8,5,3,47,Pink Lady,1.5,Excellent,pinkLady.jpg
53,8,6,1,48,Honeycrisp,2.5,Average,honeycrisp.jpg
102,8,6,2,48,Gala,4,Poor,gala.jpg
96,8,6,3,48,Fuji,3.5,Poor,fuji.jpg
46,9,1,1,49,Fuji,2,Average,fuji.jpg
99,9,1,2,49,Pink Lady,3.5,Poor,pinkLady.jpg
44,9,1,3,49,Pink Lady,1.5,Average,pinkLady.jpg
79,9,2,1,50,Pink Lady,1.5,Poor,pinkLady.jpg
101,9,2,2,50,Fuji,4,Poor,fuji.jpg
68,9,2,3,50,Honeycrisp,4,Average,honeycrisp.jpg
51,9,3,1,51,Fuji,2.5,Average,fuji.jpg
27,9,3,2,51,Gala,3.5,Excellent,gala.jpg
45,9,3,3,51,Red Delicious,1.5,Average,redDelicious.jpg
74,9,4,1,52,Pink Lady,1,Poor,pinkLady.jpg
1,9,4,2,52,Fuji,1,Excellent,fuji.jpg
102,9,4,3,52,Gala,4,Poor,gala.jpg
82,9,5,1,53,Gala,2,Poor,gala.jpg
67,9,5,2,53,Gala,4,Average,gala.jpg
3,9,5,3,53,Honeycrisp,1,Excellent,honeycrisp.jpg
72,9,6,1,54,Gala,1,Poor,gala.jpg
59,9,6,2,54,Pink Lady,3,Average,pinkLady.jpg
57,9,6,3,54,Gala,3,Average,gala.jpg
27,10,1,1,55,Gala,3.5,Excellent,gala.jpg
72,10,1,2,55,Gala,1,Poor,gala.jpg
63,10,1,3,55,Honeycrisp,3.5,Average,honeycrisp.jpg
80,10,2,1,56,Red Delicious,1.5,Poor,redDelicious.jpg
61,10,2,2,56,Fuji,3.5,Average,fuji.jpg
76,10,2,3,56,Fuji,1.5,Poor,fuji.jpg
65,10,3,1,57,Red Delicious,3.5,Average,redDelicious.jpg
21,10,3,2,57,Fuji,3,Excellent,fuji.jpg
49,10,3,3,57,Pink Lady,2,Average,pinkLady.jpg
22,10,4,1,58,Gala,3,Excellent,gala.jpg
70,10,4,2,58,Red Delicious,4,Average,redDelicious.jpg
84,10,4,3,58,Pink Lady,2,Poor,pinkLady.jpg
58,10,5,1,59,Honeycrisp,3,Average,honeycrisp.jpg
1,10,5,2,59,Fuji,1,Excellent,fuji.jpg
30,10,5,3,59,Red Delicious,3.5,Excellent,redDelicious.jpg
16,10,6,1,60,Fuji,2.5,Excellent,fuji.jpg
103,10,6,2,60,Honeycrisp,4,Poor,honeycrisp.jpg
87,10,6,3,60,Gala,2.5,Poor,gala.jpg
7,11,1,1,61,Gala,1.5,Excellent,gala.jpg
94,11,1,2,61,Pink Lady,3,Poor,pinkLady.jpg
4,11,1,3,61,Pink Lady,1,Excellent,pinkLady.jpg
9,11,2,1,62,Pink Lady,1.5,Excellent,pinkLady.jpg
11,11,2,2,62,Fuji,2,Excellent,fuji.jpg
55,11,2,3,62,Red Delicious,2.5,Average,redDelicious.jpg
47,11,3,1,63,Gala,2,Average,gala.jpg
41,11,3,2,63,Fuji,1.5,Average,fuji.jpg
25,11,3,3,63,Red Delicious,3,Excellent,redDelicious.jpg
86,11,4,1,64,Fuji,2.5,Poor,fuji.jpg
102,11,4,2,64,Gala,4,Poor,gala.jpg
97,11,4,3,64,Gala,3.5,Poor,gala.jpg
1,11,5,1,65,Fuji,1,Excellent,fuji.jpg
43,11,5,2,65,Honeycrisp,1.5,Average,honeycrisp.jpg
9,11,5,3,65,Pink Lady,1.5,Excellent,pinkLady.jpg
8,11,6,1,66,Honeycrisp,1.5,Excellent,honeycrisp.jpg
26,11,6,2,66,Fuji,3.5,Excellent,fuji.jpg
41,11,6,3,66,Fuji,1.5,Average,fuji.jpg
59,12,1,1,67,Pink Lady,3,Average,pinkLady.jpg
52,12,1,2,67,Gala,2.5,Average,gala.jpg
39,12,1,3,67,Pink Lady,1,Average,pinkLady.jpg
22,12,2,1,68,Gala,3,Excellent,gala.jpg
67,12,2,2,68,Gala,4,Average,gala.jpg
104,12,2,3,68,Pink Lady,4,Poor,pinkLady.jpg
16,12,3,1,69,Fuji,2.5,Excellent,fuji.jpg
20,12,3,2,69,Red Delicious,2.5,Excellent,redDelicious.jpg
47,12,3,3,69,Gala,2,Average,gala.jpg
2,12,4,1,70,Gala,1,Excellent,gala.jpg
90,12,4,2,70,Red Delicious,2.5,Poor,redDelicious.jpg
56,12,4,3,70,Fuji,3,Average,fuji.jpg
99,12,5,1,71,Pink Lady,3.5,Poor,pinkLady.jpg
102,12,5,2,71,Gala,4,Poor,gala.jpg
84,12,5,3,71,Pink Lady,2,Poor,pinkLady.jpg
35,12,6,1,72,Red Delicious,4,Excellent,redDelicious.jpg
93,12,6,2,72,Honeycrisp,3,Poor,honeycrisp.jpg
53,12,6,3,72,Honeycrisp,2.5,Average,honeycrisp.jpg
17,13,1,1,73,Gala,2.5,Excellent,gala.jpg
16,13,1,2,73,Fuji,2.5,Excellent,fuji.jpg
18,13,1,3,73,Honeycrisp,2.5,Excellent,honeycrisp.jpg
61,13,2,1,74,Fuji,3.5,Average,fuji.jpg
20,13,2,2,74,Red Delicious,2.5,Excellent,redDelicious.jpg
13,13,2,3,74,Honeycrisp,2,Excellent,honeycrisp.jpg
86,13,3,1,75,Fuji,2.5,Poor,fuji.jpg
38,13,3,2,75,Honeycrisp,1,Average,honeycrisp.jpg
60,13,3,3,75,Red Delicious,3,Average,redDelicious.jpg
8,13,4,1,76,Honeycrisp,1.5,Excellent,honeycrisp.jpg
48,13,4,2,76,Honeycrisp,2,Average,honeycrisp.jpg
90,13,4,3,76,Red Delicious,2.5,Poor,redDelicious.jpg
63,13,5,1,77,Honeycrisp,3.5,Average,honeycrisp.jpg
74,13,5,2,77,Pink Lady,1,Poor,pinkLady.jpg
56,13,5,3,77,Fuji,3,Average,fuji.jpg
12,13,6,1,78,Gala,2,Excellent,gala.jpg
105,13,6,2,78,Red Delicious,4,Poor,redDelicious.jpg
2,13,6,3,78,Gala,1,Excellent,gala.jpg
18,14,1,1,79,Honeycrisp,2.5,Excellent,honeycrisp.jpg
41,14,1,2,79,Fuji,1.5,Average,fuji.jpg
31,14,1,3,79,Fuji,4,Excellent,fuji.jpg
37,14,2,1,80,Gala,1,Average,gala.jpg
48,14,2,2,80,Honeycrisp,2,Average,honeycrisp.jpg
31,14,2,3,80,Fuji,4,Excellent,fuji.jpg
41,14,3,1,81,Fuji,1.5,Average,fuji.jpg
93,14,3,2,81,Honeycrisp,3,Poor,honeycrisp.jpg
14,14,3,3,81,Pink Lady,2,Excellent,pinkLady.jpg
102,14,4,1,82,Gala,4,Poor,gala.jpg
72,14,4,2,82,Gala,1,Poor,gala.jpg
75,14,4,3,82,Red Delicious,1,Poor,redDelicious.jpg
93,14,5,1,83,Honeycrisp,3,Poor,honeycrisp.jpg
99,14,5,2,83,Pink Lady,3.5,Poor,pinkLady.jpg
7,14,5,3,83,Gala,1.5,Excellent,gala.jpg
43,14,6,1,84,Honeycrisp,1.5,Average,honeycrisp.jpg
40,14,6,2,84,Red Delicious,1,Average,redDelicious.jpg
64,14,6,3,84,Pink Lady,3.5,Average,pinkLady.jpg
41,15,1,1,85,Fuji,1.5,Average,fuji.jpg
66,15,1,2,85,Fuji,4,Average,fuji.jpg
67,15,1,3,85,Gala,4,Average,gala.jpg
11,15,2,1,86,Fuji,2,Excellent,fuji.jpg
28,15,2,2,86,Honeycrisp,3.5,Excellent,honeycrisp.jpg
55,15,2,3,86,Red Delicious,2.5,Average,redDelicious.jpg
74,15,3,1,87,Pink Lady,1,Poor,pinkLady.jpg
99,15,3,2,87,Pink Lady,3.5,Poor,pinkLady.jpg
23,15,3,3,87,Honeycrisp,3,Excellent,honeycrisp.jpg
8,15,4,1,88,Honeycrisp,1.5,Excellent,honeycrisp.jpg
92,15,4,2,88,Gala,3,Poor,gala.jpg
66,15,4,3,88,Fuji,4,Average,fuji.jpg
95,15,5,1,89,Red Delicious,3,Poor,redDelicious.jpg
60,15,5,2,89,Red Delicious,3,Average,redDelicious.jpg
68,15,5,3,89,Honeycrisp,4,Average,honeycrisp.jpg
72,15,6,1,90,Gala,1,Poor,gala.jpg
48,15,6,2,90,Honeycrisp,2,Average,honeycrisp.jpg
78,15,6,3,90,Honeycrisp,1.5,Poor,honeycrisp.jpg
28,16,1,1,91,Honeycrisp,3.5,Excellent,honeycrisp.jpg
79,16,1,2,91,Pink Lady,1.5,Poor,pinkLady.jpg
74,16,1,3,91,Pink Lady,1,Poor,pinkLady.jpg
66,16,2,1,92,Fuji,4,Average,fuji.jpg
11,16,2,2,92,Fuji,2,Excellent,fuji.jpg
68,16,2,3,92,Honeycrisp,4,Average,honeycrisp.jpg
85,16,3,1,93,Red Delicious,2,Poor,redDelicious.jpg
6,16,3,2,93,Fuji,1.5,Excellent,fuji.jpg
98,16,3,3,93,Honeycrisp,3.5,Poor,honeycrisp.jpg
69,16,4,1,94,Pink Lady,4,Average,pinkLady.jpg
12,16,4,2,94,Gala,2,Excellent,gala.jpg
82,16,4,3,94,Gala,2,Poor,gala.jpg
54,16,5,1,95,Pink Lady,2.5,Average,pinkLady.jpg
49,16,5,2,95,Pink Lady,2,Average,pinkLady.jpg
92,16,5,3,95,Gala,3,Poor,gala.jpg
33,16,6,1,96,Honeycrisp,4,Excellent,honeycrisp.jpg
54,16,6,2,96,Pink Lady,2.5,Average,pinkLady.jpg
2,16,6,3,96,Gala,1,Excellent,gala.jpg
97,17,1,1,97,Gala,3.5,Poor,gala.jpg
103,17,1,2,97,Honeycrisp,4,Poor,honeycrisp.jpg
100,17,1,3,97,Red Delicious,3.5,Poor,redDelicious.jpg
102,17,2,1,98,Gala,4,Poor,gala.jpg
85,17,2,2,98,Red Delicious,2,Poor,redDelicious.jpg
104,17,2,3,98,Pink Lady,4,Poor,pinkLady.jpg
74,17,3,1,99,Pink Lady,1,Poor,pinkLady.jpg
103,17,3,2,99,Honeycrisp,4,Poor,honeycrisp.jpg
97,17,3,3,99,Gala,3.5,Poor,gala.jpg
11,17,4,1,100,Fuji,2,Excellent,fuji.jpg
92,17,4,2,100,Gala,3,Poor,gala.jpg
62,17,4,3,100,Gala,3.5,Average,gala.jpg
91,17,5,1,101,Fuji,3,Poor,fuji.jpg
15,17,5,2,101,Red Delicious,2,Excellent,redDelicious.jpg
14,17,5,3,101,Pink Lady,2,Excellent,pinkLady.jpg
76,17,6,1,102,Fuji,1.5,Poor,fuji.jpg
77,17,6,2,102,Gala,1.5,Poor,gala.jpg
27,17,6,3,102,Gala,3.5,Excellent,gala.jpg
74,18,1,1,103,Pink Lady,1,Poor,pinkLady.jpg
43,18,1,2,103,Honeycrisp,1.5,Average,honeycrisp.jpg
78,18,1,3,103,Honeycrisp,1.5,Poor,honeycrisp.jpg
70,18,2,1,104,Red Delicious,4,Average,redDelicious.jpg
83,18,2,2,104,Honeycrisp,2,Poor,honeycrisp.jpg
56,18,2,3,104,Fuji,3,Average,fuji.jpg
67,18,3,1,105,Gala,4,Average,gala.jpg
20,18,3,2,105,Red Delicious,2.5,Excellent,redDelicious.jpg
28,18,3,3,105,Honeycrisp,3.5,Excellent,honeycrisp.jpg
105,18,4,1,106,Red Delicious,4,Poor,redDelicious.jpg
80,18,4,2,106,Red Delicious,1.5,Poor,redDelicious.jpg
48,18,4,3,106,Honeycrisp,2,Average,honeycrisp.jpg
101,18,5,1,107,Fuji,4,Poor,fuji.jpg
77,18,5,2,107,Gala,1.5,Poor,gala.jpg
67,18,5,3,107,Gala,4,Average,gala.jpg
94,18,6,1,108,Pink Lady,3,Poor,pinkLady.jpg
80,18,6,2,108,Red Delicious,1.5,Poor,redDelicious.jpg
28,18,6,3,108,Honeycrisp,3.5,Excellent,honeycrisp.jpg
83,19,1,1,109,Honeycrisp,2,Poor,honeycrisp.jpg
31,19,1,2,109,Fuji,4,Excellent,fuji.jpg
30,19,1,3,109,Red Delicious,3.5,Excellent,redDelicious.jpg
62,19,2,1,110,Gala,3.5,Average,gala.jpg
47,19,2,2,110,Gala,2,Average,gala.jpg
90,19,2,3,110,Red Delicious,2.5,Poor,redDelicious.jpg
34,19,3,1,111,Pink Lady,4,Excellent,pinkLady.jpg
92,19,3,2,111,Gala,3,Poor,gala.jpg
13,19,3,3,111,Honeycrisp,2,Excellent,honeycrisp.jpg
105,19,4,1,112,Red Delicious,4,Poor,redDelicious.jpg
64,19,4,2,112,Pink Lady,3.5,Average,pinkLady.jpg
22,19,4,3,112,Gala,3,Excellent,gala.jpg
9,19,5,1,113,Pink Lady,1.5,Excellent,pinkLady.jpg
89,19,5,2,113,Pink Lady,2.5,Poor,pinkLady.jpg
6,19,5,3,113,Fuji,1.5,Excellent,fuji.jpg
58,19,6,1,114,Honeycrisp,3,Average,honeycrisp.jpg
50,19,6,2,114,Red Delicious,2,Average,redDelicious.jpg
105,19,6,3,114,Red Delicious,4,Poor,redDelicious.jpg
100,20,1,1,115,Red Delicious,3.5,Poor,redDelicious.jpg
21,20,1,2,115,Fuji,3,Excellent,fuji.jpg
20,20,1,3,115,Red Delicious,2.5,Excellent,redDelicious.jpg
9,20,2,1,116,Pink Lady,1.5,Excellent,pinkLady.jpg
26,20,2,2,116,Fuji,3.5,Excellent,fuji.jpg
95,20,2,3,116,Red Delicious,3,Poor,redDelicious.jpg
31,20,3,1,117,Fuji,4,Excellent,fuji.jpg
42,20,3,2,117,Gala,1.5,Average,gala.jpg
93,20,3,3,117,Honeycrisp,3,Poor,honeycrisp.jpg
87,20,4,1,118,Gala,2.5,Poor,gala.jpg
96,20,4,2,118,Fuji,3.5,Poor,fuji.jpg
65,20,4,3,118,Red Delicious,3.5,Average,redDelicious.jpg
58,20,5,1,119,Honeycrisp,3,Average,honeycrisp.jpg
30,20,5,2,119,Red Delicious,3.5,Excellent,redDelicious.jpg
27,20,5,3,119,Gala,3.5,Excellent,gala.jpg
90,20,6,1,120,Red Delicious,2.5,Poor,redDelicious.jpg
40,20,6,2,120,Red Delicious,1,Average,redDelicious.jpg
94,20,6,3,120,Pink Lady,3,Poor,pinkLady.jpg
40,21,1,1,121,Red Delicious,1,Average,redDelicious.jpg
71,21,1,2,121,Fuji,1,Poor,fuji.jpg
39,21,1,3,121,Pink Lady,1,Average,pinkLady.jpg
14,21,2,1,122,Pink Lady,2,Excellent,pinkLady.jpg
61,21,2,2,122,Fuji,3.5,Average,fuji.jpg
70,21,2,3,122,Red Delicious,4,Average,redDelicious.jpg
64,21,3,1,123,Pink Lady,3.5,Average,pinkLady.jpg
82,21,3,2,123,Gala,2,Poor,gala.jpg
88,21,3,3,123,Honeycrisp,2.5,Poor,honeycrisp.jpg
77,21,4,1,124,Gala,1.5,Poor,gala.jpg
33,21,4,2,124,Honeycrisp,4,Excellent,honeycrisp.jpg
69,21,4,3,124,Pink Lady,4,Average,pinkLady.jpg
80,21,5,1,125,Red Delicious,1.5,Poor,redDelicious.jpg
38,21,5,2,125,Honeycrisp,1,Average,honeycrisp.jpg
82,21,5,3,125,Gala,2,Poor,gala.jpg
29,21,6,1,126,Pink Lady,3.5,Excellent,pinkLady.jpg
12,21,6,2,126,Gala,2,Excellent,gala.jpg
99,21,6,3,126,Pink Lady,3.5,Poor,pinkLady.jpg
85,22,1,1,127,Red Delicious,2,Poor,redDelicious.jpg
88,22,1,2,127,Honeycrisp,2.5,Poor,honeycrisp.jpg
20,22,1,3,127,Red Delicious,2.5,Excellent,redDelicious.jpg
105,22,2,1,128,Red Delicious,4,Poor,redDelicious.jpg
12,22,2,2,128,Gala,2,Excellent,gala.jpg
80,22,2,3,128,Red Delicious,1.5,Poor,redDelicious.jpg
16,22,3,1,129,Fuji,2.5,Excellent,fuji.jpg
77,22,3,2,129,Gala,1.5,Poor,gala.jpg
30,22,3,3,129,Red Delicious,3.5,Excellent,redDelicious.jpg
15,22,4,1,130,Red Delicious,2,Excellent,redDelicious.jpg
9,22,4,2,130,Pink Lady,1.5,Excellent,pinkLady.jpg
13,22,4,3,130,Honeycrisp,2,Excellent,honeycrisp.jpg
39,22,5,1,131,Pink Lady,1,Average,pinkLady.jpg
25,22,5,2,131,Red Delicious,3,Excellent,redDelicious.jpg
83,22,5,3,131,Honeycrisp,2,Poor,honeycrisp.jpg
56,22,6,1,132,Fuji,3,Average,fuji.jpg
19,22,6,2,132,Pink Lady,2.5,Excellent,pinkLady.jpg
22,22,6,3,132,Gala,3,Excellent,gala.jpg
95,23,1,1,133,Red Delicious,3,Poor,redDelicious.jpg
89,23,1,2,133,Pink Lady,2.5,Poor,pinkLady.jpg
98,23,1,3,133,Honeycrisp,3.5,Poor,honeycrisp.jpg
90,23,2,1,134,Red Delicious,2.5,Poor,redDelicious.jpg
73,23,2,2,134,Honeycrisp,1,Poor,honeycrisp.jpg
17,23,2,3,134,Gala,2.5,Excellent,gala.jpg
11,23,3,1,135,Fuji,2,Excellent,fuji.jpg
95,23,3,2,135,Red Delicious,3,Poor,redDelicious.jpg
65,23,3,3,135,Red Delicious,3.5,Average,redDelicious.jpg
77,23,4,1,136,Gala,1.5,Poor,gala.jpg
94,23,4,2,136,Pink Lady,3,Poor,pinkLady.jpg
53,23,4,3,136,Honeycrisp,2.5,Average,honeycrisp.jpg
103,23,5,1,137,Honeycrisp,4,Poor,honeycrisp.jpg
71,23,5,2,137,Fuji,1,Poor,fuji.jpg
41,23,5,3,137,Fuji,1.5,Average,fuji.jpg
95,23,6,1,138,Red Delicious,3,Poor,redDelicious.jpg
14,23,6,2,138,Pink Lady,2,Excellent,pinkLady.jpg
35,23,6,3,138,Red Delicious,4,Excellent,redDelicious.jpg
54,24,1,1,139,Pink Lady,2.5,Average,pinkLady.jpg
27,24,1,2,139,Gala,3.5,Excellent,gala.jpg
69,24,1,3,139,Pink Lady,4,Average,pinkLady.jpg
5,24,2,1,140,Red Delicious,1,Excellent,redDelicious.jpg
82,24,2,2,140,Gala,2,Poor,gala.jpg
68,24,2,3,140,Honeycrisp,4,Average,honeycrisp.jpg
74,24,3,1,141,Pink Lady,1,Poor,pinkLady.jpg
17,24,3,2,141,Gala,2.5,Excellent,gala.jpg
73,24,3,3,141,Honeycrisp,1,Poor,honeycrisp.jpg
37,24,4,1,142,Gala,1,Average,gala.jpg
72,24,4,2,142,Gala,1,Poor,gala.jpg
9,24,4,3,142,Pink Lady,1.5,Excellent,pinkLady.jpg
55,24,5,1,143,Red Delicious,2.5,Average,redDelicious.jpg
81,24,5,2,143,Fuji,2,Poor,fuji.jpg
105,24,5,3,143,Red Delicious,4,Poor,redDelicious.jpg
3,24,6,1,144,Honeycrisp,1,Excellent,honeycrisp.jpg
54,24,6,2,144,Pink Lady,2.5,Average,pinkLady.jpg
97,24,6,3,144,Gala,3.5,Poor,gala.jpg
49,25,1,1,145,Pink Lady,2,Average,pinkLady.jpg
